Size (ft^2),Price ($1000)
14787,3443.690044878154
5810,1359.7050106149181
8043,1878.9624711053098
25780,6016.294407648646
26843,6255.433917509492
21254,4968.126153415428
25994,6062.629322907392
7297,1694.097742687607
16263,3793.1687786940215
18782,4379.759126911631
21830,5103.416739973353
11269,2620.1893092241958
22344,5217.983650710568
14487,3375.948317538688
26498,6178.729268292898
6367,1480.0604507874564
16321,3816.39177664467
3575,840.0743607198517
9596,2241.3642181589275
6320,1476.8242004331144
27710,6461.887907639501
21096,4924.591022177065
2336,552.1889251445883
27991,6539.752678213711
2491,579.9785539489222
18320,4276.210388112334
2037,483.98382239286076
1375,326.2152114486902
4238,985.866065407775
10789,2510.381307774556
22357,5221.591135404173
25618,5977.013412852708
6166,1442.0645304030402
15596,3643.5775978857923
18679,4366.052913939369
12586,2937.386282069995
15647,3659.6463651785725
16976,3964.0858466189457
16589,3878.697385895568
24977,5829.747124735526
20362,4745.527026714441
8996,2098.207688310281
27045,6317.255690052612
2024,476.3502799814942
9065,2111.058743634762
26983,6301.5578462534795
29772,6937.575455111629
23869,5577.844738044967
14293,3342.4881859589145
14013,3264.8932188801077
4078,951.0898771928338
15566,3622.990717873135
27696,6463.356031575337
14970,3501.918378745823
5064,1179.508018414798
7155,1660.0796394675474
1634,379.5774094030263
23769,5540.066764789948
16097,3764.3560163028083
7494,1750.9372049012818
2454,566.6442593620325
9135,2133.158724459217
6840,1603.288260793932
17830,4156.015285606811
13299,3111.7918473513832
24206,5653.299095289151
22973,5357.349712930657
3732,877.2190447102096
26376,6150.797969424288
21027,4900.44359713407
25032,5845.848243914484
8166,1900.0543974441593
29651,6923.825845845989
21272,4965.632654815214
20616,4804.957896097304
10508,2449.88129501585
17948,4190.777556880544
3663,861.3530552861109
19293,4493.979840561407
18579,4326.764849205179
29176,6800.024238440553
5826,1353.1449674327264
10831,2520.172528041544
24473,5718.768254518111
5166,1200.2913825812784
17085,3981.7452973549134
10127,2358.8889104079794
25033,5835.071133066321
6073,1426.2387230170077
29128,6799.709318545515
14638,3416.399621049017
17485,4072.394455097712
20456,4766.6637723326585
22858,5331.256437664238
12926,3012.3224480830645
8742,2037.8835436314314
7488,1738.7245962972822
7659,1796.9866817495772
15351,3586.074141281501
3884,914.3835184214647
26391,6161.232777975864
13200,3072.713117226866
26294,6137.965336724423
2787,653.1180905793103
3654,861.6448043869083
14483,3380.030875245835
12318,2872.561606987173
1311,307.66321468055656
10182,2368.818941482592
24288,5669.588646551801
27142,6333.902362513002
11121,2602.7900427755985
9569,2237.2886324468873
17258,4025.258984620504
18941,4427.376742404436
19631,4574.902098763974
27370,6389.035783534442
21580,5028.04251520422
14088,3287.2759852409363
15376,3582.5425211355155
26436,6172.68745730791
29891,6966.123049524189
22926,5355.022403948522
12286,2863.118814975344
14607,3411.7702446855155
22341,5219.81295379422
22474,5237.808398254481
24464,5713.853017452977
15369,3578.009235287815
8983,2103.540775257825
15943,3728.2881806301616
14097,3292.143368275934
20868,4877.988414224136
26757,6246.455732265845
16763,3906.9004324988987
21888,5106.9988979849495
27391,6398.362454073158
29583,6910.147994010261
29992,7005.230777143826
4098,961.4839811147224
22886,5344.104148093618
5444,1264.7732192654887
17341,4040.6512227051653
18667,4352.28994026891
3806,878.3806193945993
5972,1399.8142278969297
29196,6805.220168006323
11491,2677.563015877733
5056,1189.6596562048016
18475,4308.853952970853
9178,2143.7573112135187
11723,2741.556381462597
10983,2563.760999227067
27941,6510.009532410489
15528,3621.4784767635715
11198,2606.386633122319
25231,5886.1401385413965
25527,5958.826758549776
25845,6021.373983264617
23279,5432.4939126950685
27933,6514.5438631666275
21671,5064.509669970664
14434,3372.4783702314216
14436,3377.9206885196218
13424,3134.4318718363384
29266,6824.9014815669125
10067,2352.7428466415527
14648,3419.2431785581457
26948,6283.634155098227
19661,4591.669532404345
17263,4032.2256853670847
13097,3058.359735834012
22799,5327.946222003732
29161,6807.806495296691
14714,3432.093073731716
8454,1981.1262823470347
1643,384.2723511569353
9020,2095.784235696015
16011,3736.068100408326
21414,4993.420366087822
8532,1995.7167157991587
6026,1401.0830830662992
28510,6656.434468565783
23343,5451.365133826797
12807,2991.265481219286
26145,6093.600482786197
8287,1943.1113402628885
5262,1226.5453004756398
26994,6303.27893011729
12473,2912.8074570204076
23993,5590.097216285564
3711,868.403351262176
22734,5301.496791545961
25841,6028.425612563114
13680,3184.850014546266
9979,2335.788271468042
25860,6024.14982973918
12119,2830.268798543933
24188,5649.513825477267
25917,6050.1793089674975
11947,2791.1095631722046
2963,698.1029236091363
20144,4710.078360032017
17836,4159.325473017631
25678,5990.356792091627
10510,2444.4166808550226
11526,2686.113219810761
27798,6494.57249180083
24671,5759.009003760083
27112,6333.242985511211
16664,3892.690309091867
12110,2831.6457224605588
10049,2336.5300222031287
12819,2990.648189194272
4940,1153.3240024632314
5997,1398.7921412247235
23928,5589.630218112806
7726,1796.908874102224
747,181.34672503593603
24930,5822.247467342265
3791,877.1153237365692
18915,4406.477684089958
4064,954.0518239080037
14455,3371.2624380350835
14304,3331.50631061064
2878,662.1541917771374
20003,4663.924732050149
3888,898.7610709214465
29960,6990.086746221274
27794,6490.365778014183
27780,6475.999711068449
10974,2570.1270271065277
6499,1525.4194413415912
9463,2202.8992407550986
19650,4589.983241798712
13382,3113.46418430558
28590,6672.3924771637985
1639,380.16641238043707
14575,3404.8146882783576
19959,4664.074279779774
17143,4009.9718942777376
1072,240.3641278954428
20243,4718.738439283768
22651,5292.4113763019095
24039,5600.676723116004
14731,3430.853103102544
21502,5016.1686258009695
8018,1876.0808721772473
9244,2159.636487599502
28671,6685.997040710786
20124,4698.076422765925
25862,6027.364698543306
24921,5807.886533502899
11520,2691.486840554821
20145,4696.8110507633055
7694,1786.108093392441
11856,2775.692214377097
19478,4552.141124559875
22260,5203.681759562493
9279,2171.6761303433027
4232,978.9119434797972
2948,686.7550366360146
6346,1487.3080944296846
22785,5310.966511880262
23305,5438.407814656182
17062,3982.5705824487773
10867,2539.5436126336726
18835,4399.413434790323
20161,4710.249244727273
2260,531.7628769502381
14213,3311.331157008011
13415,3123.6172125356647
10758,2515.342023932436
2181,506.4895470632398
17808,4150.700233518284
1282,290.81561673659763
29310,6844.215990156926
25507,5960.373685787012
26145,6095.5367121765685
4906,1153.4762443755233
5231,1222.248767380409
21701,5056.914009183097
29237,6812.7224506629855
10038,2337.497788369687
16450,3831.5454449277217
17749,4144.9405314518945
28728,6699.8189753806
4006,941.7493491654197
9371,2189.7441936813025
13580,3166.098519578738
22159,5174.486272744135
12124,2835.095269359355
26849,6256.067066189328
5577,1299.1361827720661
18534,4317.018009183083
9800,2294.1729542619455
6311,1476.7680960677985
6950,1613.9924023100164
19997,4660.312594372091
1301,299.4363278004135
26315,6143.328292072831
18713,4368.2019609690315
2529,589.140184163838
26543,6189.2148948051545
8510,1985.5121508514942
8637,2010.019620950464
8901,2085.2687123059454
9507,2214.0624460163094
17927,4175.831951118595
14708,3428.5774122270013
928,221.39925475829548
25795,6026.339873372804
24285,5666.791575964506
8022,1878.5224765058463
9748,2270.6720099718727
8032,1865.0472750710887
24821,5787.832283554253
8450,1974.01218036493
26291,6133.755203333414
3945,919.0893249450558
2844,669.1761546694819
22844,5333.293746704458
6149,1430.3606346094168
2471,568.0792669307443
7044,1641.7984068570179
13887,3236.019235309405
29724,6934.927744002212
25079,5855.955967212329
9237,2162.713687299269
9394,2189.463896225886
7255,1686.9988340554453
12877,3008.3587666138646
14419,3355.205936303163
24685,5755.096152084124
11433,2670.460591453945
28390,6620.114871193612
11766,2743.909197415339
23668,5522.073958667955
29229,6810.341447184675
27128,6329.527104785327
6628,1550.1955677234598
22911,5345.6431629799135
4260,985.4656094375476
13729,3200.869833185474
9312,2178.1427117485587
7158,1670.9573993577726
9633,2257.458482297965
14525,3392.630316604361
24031,5611.091166377485
11625,2708.956175990426
9070,2120.576233937272
23429,5464.4819424699035
13948,3256.7074308056203
6657,1547.7321355154384
27386,6396.407337689804
2956,686.7420542654104
8527,1993.4624002666897
7165,1680.5558486614566
13603,3182.26034634021
3329,777.630280159174
18882,4412.554075457306
23795,5555.264995547029
14840,3460.4304946932784
2846,658.6188621036745
27645,6450.839666466076
15726,3674.3355779849594
18574,4330.452187797881
4123,953.3658843938705
18424,4304.043194049809
6398,1486.3733735234891
20429,4768.052898954851
22544,5270.142719537928
8723,2029.9644406397588
25653,5991.591984974859
29012,6765.168033017929
3044,718.3356943197027
15956,3729.882855484077
14554,3401.329535143812
5294,1237.001910596886
18750,4373.346208105191
14796,3453.5610053515575
3998,924.3749354186925
14860,3470.178847580502
20066,4676.823392496306
25629,5973.581902885767
15085,3520.914918969954
20389,4761.012951748178
2268,527.5965280077056
12531,2920.942955581263
12376,2886.6222283988177
4740,1105.2597898014342
17703,4138.521492128484
25936,6043.275195065363
10246,2382.103865719769
9930,2326.8749207149685
20234,4728.920923843412
27764,6483.9240542724665
13203,3079.427831225155
17549,4097.091815248431
2988,706.8155675686614
7050,1642.1363492718988
3578,827.0765998943926
8649,2014.1429734576582
20134,4706.923326316304
7506,1757.2762376020248
29411,6860.5978738478325
22599,5269.490940222163
20941,4889.128837893888
15834,3694.4154029530405
3662,858.3335561689663
2966,682.3258463188877
26232,6111.748605468948
24168,5630.099562100587
17167,4012.1720732347258
14232,3326.681523839683
9342,2187.2564521862296
23793,5556.026109113855
14534,3392.6367745765006
1869,427.42938175293256
21754,5071.457866687361
19229,4488.583352019761
11875,2771.6584274501038
27412,6391.871457942188
27912,6520.645318377092
11873,2771.612628550407
27237,6358.75754582549
25972,6066.789014538699
25621,5979.308681872261
10425,2436.2594085207165
26219,6116.532003367958
3553,830.2446952681753
3065,706.0508995032445
9617,2237.8021037465073
13605,3170.302144146778
21610,5037.782778425983
24688,5766.997086384597
7139,1657.1828357844688
18841,4404.272540125966
13579,3158.8697580509424
9697,2270.5938338539313
2905,682.1460936715553
1224,283.0507690475862
18078,4219.36261519838
16077,3741.6052184153314
19413,4521.906677094272
1634,375.30020563671445
9113,2130.0330961594204
20172,4712.350775375766
25987,6067.533471652963
29921,6982.320435264126
23057,5370.062798596205
7019,1641.8780678008222
1473,350.24240360650134
5029,1167.5119223965846
8873,2070.633378619087
26649,6218.211412265136
5820,1350.87875823773
25887,6031.590594078539
17729,4140.548266383021
24980,5831.452168647061
25569,5961.304503080282
4222,988.7742625609397
9512,2211.027964742964
14557,3402.5522947078002
9149,2138.2589505900264
23722,5545.029701329696
6356,1480.1665131755585
16360,3815.8022910285335
19866,4625.779198252058
14185,3313.1347255563896
22203,5175.118517074891
23716,5538.5282038885725
11222,2613.3662855664156
6895,1606.619694816014
14908,3487.9826806665137
26154,6093.262410234083
18646,4356.953904295559
6166,1439.8100953862038
12263,2870.4634410121894
22904,5348.760481018581
9806,2288.4190296807233
1251,286.4490042924035
8970,2087.831145242853
28450,6637.027072741288
8725,2029.957636984599
17861,4164.310208496829
8215,1913.6418953728933
24693,5767.445151667173
3703,873.566227666602
18563,4335.606406989248
2046,471.41256383958165
6391,1483.067084598633
19747,4600.466742891877
24965,5833.105494174714
16696,3905.6305650116997
10823,2524.8073892397774
26235,6128.224340132722
27350,6374.329672207895
27031,6305.782347442868
11073,2574.6171274334342
5277,1234.417892382971
8668,2014.6960745411625
6186,1437.401520250196
14990,3491.3890173023674
20708,4841.050909506252
18104,4218.717378498973
24512,5727.28657424653
21961,5129.421683645488
13445,3135.2167302578964
23695,5519.853220167771
26447,6169.3729493431665
28850,6725.490184627744
26173,6097.253186058756
28916,6743.111875895405
29967,6982.648331077427
25326,5914.526132795287
7858,1837.0119237510387
4460,1031.4095352998547
10223,2375.74470217392
2432,565.8448476490694
14538,3397.9362647138373
14370,3358.7052681020928
23723,5544.976960242822
18909,4421.556428539202
22686,5288.509135313176
28149,6563.182865349506
8587,2006.4664021004494
27568,6426.1017188286405
4487,1051.4881656331058
2316,535.5297245203234
16075,3743.736341566132
8613,2002.4800428057417
4206,988.1075322026592
6078,1412.2421709099167
9843,2302.762131208149
18928,4407.920619854952
19333,4503.377893503497
6945,1621.809133790837
12686,2957.8098822125726
19789,4621.519800114166
26949,6294.883831772908
18090,4214.093787074265
27009,6301.1302450789935
13127,3064.4657167933206
11811,2750.875227886581
17849,4170.357475136439
14926,3479.374002630464
22162,5163.30273093344
27866,6500.124010091934
13877,3236.0803840597137
27703,6461.016175948316
16114,3752.3552746653713
28112,6553.669497494888
17460,4073.114759623308
17061,3983.7328287848077
13904,3236.6151461315435
2285,534.6574612019946
8305,1942.6187012758178
16719,3909.2238142584642
19898,4648.665082474552
23569,5505.125948461443
24645,5755.890528757634
13225,3094.3246571328787
5586,1305.96637984137
20166,4709.1630562581
6765,1585.7518327269684
6184,1450.4111972717178
22570,5263.316464902825
6743,1572.535869697447
22386,5224.812347366195
3542,835.2605904104374
7836,1826.9325477967884
12660,2955.497502866467
25013,5841.289770953468
20861,4867.933172562189
9730,2273.136631536147
29864,6960.654886525905
6933,1616.9249060375491
22562,5266.564718539744
21435,5005.237208827719
11282,2636.777767482015
15682,3659.1242616499417
15138,3540.2593017601953
9318,2181.382653209512
4898,1144.4061482416582
25355,5906.285259210306
6223,1459.7874378411216
9009,2094.939817996417
4065,948.8049782491
1695,396.6659260271238
25888,6044.908323150771
16855,3936.3428048564356
2120,496.00734660966316
19360,4509.456692497352
10576,2470.322051149592
18485,4311.014027803565
27581,6437.273328923632
26375,6153.796442178691
23535,5481.64044290042
15229,3546.6694514259593
1024,233.75492003688757
7980,1863.6744219394739
15399,3602.810112168799
28161,6577.2110488029975
16684,3896.366176720354
3062,712.0931390092626
29877,6978.804518596741
23557,5494.206889370225
3462,812.9496251683952
9908,2305.046971633851
6029,1415.305679904804
7720,1793.1534014723215
16432,3833.032754032794
27479,6417.014883269242
14589,3408.8320726804527
5219,1216.708790169731
15183,3551.8206981768435
27798,6478.492355382285
27567,6427.635964080932
2346,550.4387287671291
23014,5372.420175294339
19167,4476.7740420601485
29717,6943.434043003203
6577,1541.505879178736
22269,5193.410436626609
17512,4087.835657904448
8385,1949.0707023237835
20947,4880.733123594754
27730,6473.147645294094
15914,3706.88221944038
24516,5723.363201031625
7151,1671.7151578907021
10228,2388.2958747504017
10793,2514.4791363673035
6199,1442.0921043362064
20536,4791.0557860019635
6109,1433.14431321417
14953,3489.4197933343908
9151,2134.6850892162406
29113,6796.910566644358
5817,1354.8209490787397
2844,665.8237535255387
13238,3080.4401956806983
26333,6154.257952727615
4174,970.1805096569099
20785,4841.28789935741
20169,4706.285439023769
26232,6121.910943486301
18533,4319.503477353339
20171,4701.494485024721
15317,3582.4379668444535
25679,6001.164066552572
13404,3119.5938957826984
1559,372.0219376257411
21313,4965.641310545127
22021,5138.671707833622
10350,2418.0255183609174
11779,2754.4005018328853
18681,4366.887995094137
23655,5516.209238160111
28615,6678.045347925071
15803,3687.815653097392
6614,1534.898501165779
28892,6738.087101831066
10261,2390.030010347178
15388,3600.4224246499825
15983,3738.288218391041
